PLAYER,salary,Season,PlayersID,player_name,PlayersID (#1),team,year
Zydrunas Ilgauskas,11541074,2009-10,980,Zydrunas Ilgauskas,980,CLE,2009-10
Zydrunas Ilgauskas,10841615,2008-09,980,Zydrunas Ilgauskas,980,CLE,2008-09
Zydrunas Ilgauskas,10142156,2007-08,980,Zydrunas Ilgauskas,980,CLE,2007-08
Zydrunas Ilgauskas,9442697,2006-07,980,Zydrunas Ilgauskas,980,CLE,2006-07
Zydrunas Ilgauskas,8740000,2005-06,980,Zydrunas Ilgauskas,980,CLE,2005-06
Zydrunas Ilgauskas,14625000,2004-05,980,Zydrunas Ilgauskas,980,CLE,2004-05
Zydrunas Ilgauskas,13500000,2003-04,980,Zydrunas Ilgauskas,980,CLE,2003-04
Zydrunas Ilgauskas,12375000,2002-03,980,Zydrunas Ilgauskas,980,CLE,2002-03
Zydrunas Ilgauskas,11250000,2001-02,980,Zydrunas Ilgauskas,980,CLE,2001-02
Zydrunas Ilgauskas,10130000,2000-01,980,Zydrunas Ilgauskas,980,CLE,2000-01
Zydrunas Ilgauskas,828000,1997-98,980,Zydrunas Ilgauskas,980,CLE,1997-98
Zoran Planinic,1127280,2005-06,2565,Zoran Planinic,2565,NJN,2005-06
Zoran Planinic,1053720,2004-05,2565,Zoran Planinic,2565,NJN,2004-05
Zoran Planinic,980280,2003-04,2565,Zoran Planinic,2565,NJN,2003-04
Zoran Dragic,1962103,2014-15,204054,Zoran Dragic,204054,MIA,2014-15
Zoran Dragic,1962103,2014-15,204054,Zoran Dragic,204054,MIA,2014-15
Zoran Dragic,1962103,2014-15,204054,Zoran Dragic,204054,MIA,2014-15
Zion Williamson,9757440,2019-20,1629627,Zion Williamson,1629627,NOP,2019-20
Zhou Qi,815615,2017-18,1627753,Zhou Qi,1627753,HOU,2017-18
Zhaire Smith,3058800,2019-20,1629015,Zhaire Smith,1629015,PHI,2019-20
Zhaire Smith,2611800,2018-19,1629015,Zhaire Smith,1629015,PHI,2018-19
Zendon Hamilton,329138,2005-06,1985,Zendon Hamilton,1985,PHI,2005-06
Zendon Hamilton,329138,2005-06,1985,Zendon Hamilton,1985,PHI,2005-06
Zendon Hamilton,329138,2005-06,1985,Zendon Hamilton,1985,PHI,2005-06
Zendon Hamilton,807546,2004-05,1985,Zendon Hamilton,1985,MIL,2004-05
Zendon Hamilton,465850,2001-02,1985,Zendon Hamilton,1985,DEN,2001-02
Zendon Hamilton,316969,2000-01,1985,Zendon Hamilton,1985,LAC,2000-01
Zeljko Rebraca,3000000,2005-06,1442,Zeljko Rebraca,1442,LAC,2005-06
Zeljko Rebraca,2500000,2004-05,1442,Zeljko Rebraca,1442,LAC,2004-05
Zeljko Rebraca,4200000,2003-04,1442,Zeljko Rebraca,1442,ATL,2003-04
Zeljko Rebraca,4200000,2003-04,1442,Zeljko Rebraca,1442,ATL,2003-04
Zeljko Rebraca,4200000,2003-04,1442,Zeljko Rebraca,1442,ATL,2003-04
Zeljko Rebraca,3850000,2002-03,1442,Zeljko Rebraca,1442,DET,2002-03
Zeljko Rebraca,3500000,2001-02,1442,Zeljko Rebraca,1442,DET,2001-02
Zaza Pachulia,2393887,2018-19,2585,Zaza Pachulia,2585,DET,2018-19
Zaza Pachulia,3477600,2017-18,2585,Zaza Pachulia,2585,GSW,2017-18
Zaza Pachulia,2898000,2016-17,2585,Zaza Pachulia,2585,GSW,2016-17
Zaza Pachulia,5200000,2015-16,2585,Zaza Pachulia,2585,DAL,2015-16
Zaza Pachulia,5200000,2014-15,2585,Zaza Pachulia,2585,MIL,2014-15
Zaza Pachulia,5200000,2013-14,2585,Zaza Pachulia,2585,MIL,2013-14
Zaza Pachulia,5248750,2012-13,2585,Zaza Pachulia,2585,ATL,2012-13
Zaza Pachulia,4750000,2011-12,2585,Zaza Pachulia,2585,ATL,2011-12
Zaza Pachulia,4251250,2010-11,2585,Zaza Pachulia,2585,ATL,2010-11
Zaza Pachulia,4750000,2009-10,2585,Zaza Pachulia,2585,ATL,2009-10
Zaza Pachulia,4000000,2008-09,2585,Zaza Pachulia,2585,ATL,2008-09
Zaza Pachulia,4000000,2007-08,2585,Zaza Pachulia,2585,ATL,2007-08
Zaza Pachulia,4000000,2006-07,2585,Zaza Pachulia,2585,ATL,2006-07
Zaza Pachulia,4000000,2005-06,2585,Zaza Pachulia,2585,ATL,2005-06
Zaza Pachulia,620046,2004-05,2585,Zaza Pachulia,2585,MIL,2004-05
Zaza Pachulia,366931,2003-04,2585,Zaza Pachulia,2585,ORL,2003-04
Zarko Cabarkapa,1404360,2005-06,2560,Zarko Cabarkapa,2560,GSW,2005-06
Zarko Cabarkapa,1312800,2004-05,2560,Zarko Cabarkapa,2560,GSW,2004-05
Zarko Cabarkapa,1312800,2004-05,2560,Zarko Cabarkapa,2560,GSW,2004-05
Zarko Cabarkapa,1312800,2004-05,2560,Zarko Cabarkapa,2560,GSW,2004-05
Zarko Cabarkapa,1221240,2003-04,2560,Zarko Cabarkapa,2560,PHX,2003-04
Zan Tabak,1200000,2000-01,6231,Zan Tabak,6231,IND,2000-01
Zan Tabak,950000,1997-98,6231,Zan Tabak,6231,BOS,1997-98
Zan Tabak,950000,1997-98,6231,Zan Tabak,6231,BOS,1997-98
Zan Tabak,950000,1997-98,6231,Zan Tabak,6231,BOS,1997-98
Zan Tabak,800000,1996-97,6231,Zan Tabak,6231,TOR,1996-97
Zach Randolph,12307692,2017-18,2216,Zach Randolph,2216,SAC,2017-18
Zach Randolph,10361445,2016-17,2216,Zach Randolph,2216,MEM,2016-17
Zach Randolph,9638555,2015-16,2216,Zach Randolph,2216,MEM,2015-16
Zach Randolph,16500000,2014-15,2216,Zach Randolph,2216,MEM,2014-15
Zach Randolph,17800000,2013-14,2216,Zach Randolph,2216,MEM,2013-14
Zach Randolph,16500000,2012-13,2216,Zach Randolph,2216,MEM,2012-13
Zach Randolph,15200000,2011-12,2216,Zach Randolph,2216,MEM,2011-12
Zach Randolph,17666666,2010-11,2216,Zach Randolph,2216,MEM,2010-11
Zach Randolph,16000000,2009-10,2216,Zach Randolph,2216,MEM,2009-10
Zach Randolph,14666667,2008-09,2216,Zach Randolph,2216,LAC,2008-09
Zach Randolph,14666667,2008-09,2216,Zach Randolph,2216,LAC,2008-09
Zach Randolph,14666667,2008-09,2216,Zach Randolph,2216,LAC,2008-09
Zach Randolph,13333333,2007-08,2216,Zach Randolph,2216,NYK,2007-08
Zach Randolph,12000000,2006-07,2216,Zach Randolph,2216,POR,2006-07
Zach Randolph,10666667,2005-06,2216,Zach Randolph,2216,POR,2005-06
Zach Randolph,1504272,2004-05,2216,Zach Randolph,2216,POR,2004-05
Zach Randolph,1172160,2003-04,2216,Zach Randolph,2216,POR,2003-04
Zach Randolph,1095720,2002-03,2216,Zach Randolph,2216,POR,2002-03
Zach Randolph,1019280,2001-02,2216,Zach Randolph,2216,POR,2001-02
Zach LaVine,19500000,2019-20,203897,Zach LaVine,203897,CHI,2019-20
Zach LaVine,19500000,2018-19,203897,Zach LaVine,203897,CHI,2018-19
Zach LaVine,3202217,2017-18,203897,Zach LaVine,203897,CHI,2017-18
Zach LaVine,2240880,2016-17,203897,Zach LaVine,203897,MIN,2016-17
Zach LaVine,2148360,2015-16,203897,Zach LaVine,203897,MIN,2015-16
Zach LaVine,2055840,2014-15,203897,Zach LaVine,203897,MIN,2014-15
Zach Collins,4240200,2019-20,1628380,Zach Collins,1628380,POR,2019-20
Zach Collins,3628920,2018-19,1628380,Zach Collins,1628380,POR,2018-19
Zach Collins,3057240,2017-18,1628380,Zach Collins,1628380,POR,2017-18
Yuta Tabuse,108066,2004-05,2657,Yuta Tabuse,2657,PHX,2004-05
Yogi Ferrell,3150000,2019-20,1627812,Yogi Ferrell,1627812,SAC,2019-20
Yogi Ferrell,3000000,2018-19,1627812,Yogi Ferrell,1627812,SAC,2018-19
Yogi Ferrell,1312611,2017-18,1627812,Yogi Ferrell,1627812,DAL,2017-18
Yogi Ferrell,239767,2016-17,1627812,Yogi Ferrell,1627812,DAL,2016-17
Yogi Ferrell,239767,2016-17,1627812,Yogi Ferrell,1627812,DAL,2016-17
Yogi Ferrell,239767,2016-17,1627812,Yogi Ferrell,1627812,DAL,2016-17
Yogi Ferrell,202300,2016-17,1627812,Yogi Ferrell,1627812,DAL,2016-17
Yogi Ferrell,202300,2016-17,1627812,Yogi Ferrell,1627812,DAL,2016-17
Yogi Ferrell,202300,2016-17,1627812,Yogi Ferrell,1627812,DAL,2016-17
Yinka Dare,1552500,1997-98,6224,Yinka Dare,6224,NJN,1997-98
Yinka Dare,1448000,1996-97,6224,Yinka Dare,6224,NJN,1996-97
Yi Jianlian,827197,2011-12,201146,Yi Jianlian,201146,DAL,2011-12
Yi Jianlian,4050499,2010-11,201146,Yi Jianlian,201146,WAS,2010-11
Yi Jianlian,3194400,2009-10,201146,Yi Jianlian,201146,NJN,2009-10
Yi Jianlian,2986080,2008-09,201146,Yi Jianlian,201146,NJN,2008-09
Yi Jianlian,2777760,2007-08,201146,Yi Jianlian,201146,MIL,2007-08
Yaroslav Korolev,1832280,2006-07,101117,Yaroslav Korolev,101117,LAC,2006-07
Yaroslav Korolev,1704480,2005-06,101117,Yaroslav Korolev,101117,LAC,2005-06
Yao Ming,17686100,2010-11,2397,Yao Ming,2397,HOU,2010-11
Yao Ming,15070550,2008-09,2397,Yao Ming,2397,HOU,2008-09
Yao Ming,12455000,2006-07,2397,Yao Ming,2397,HOU,2006-07
Yao Ming,5594906,2005-06,2397,Yao Ming,2397,HOU,2005-06
Yao Ming,4436880,2004-05,2397,Yao Ming,2397,HOU,2004-05
Yao Ming,4147560,2003-04,2397,Yao Ming,2397,HOU,2003-04
Yante Maten,14211,2018-19,1628999,Yante Maten,1628999,MIA,2018-19
Yakhouba Diawara,945000,2009-10,200821,Yakhouba Diawara,200821,MIA,2009-10
Yakhouba Diawara,687456,2007-08,200821,Yakhouba Diawara,200821,DEN,2007-08
Xavier Munford,89588,2015-16,204098,Xavier Munford,204098,MEM,2015-16
Xavier McDaniel,254000,1996-97,6220,Xavier McDaniel,6220,NJN,1996-97
Xavier Henry,1082000,2014-15,202333,Xavier Henry,202333,LAL,2014-15
Xavier Henry,2323200,2012-13,202333,Xavier Henry,202333,NOH,2012-13
Xavier Henry,2171640,2011-12,202333,Xavier Henry,202333,NOH,2011-12
Xavier Henry,2020200,2010-11,202333,Xavier Henry,202333,MEM,2010-11
Wilson Chandler,2564753,2019-20,201163,Wilson Chandler,201163,BKN,2019-20
Wilson Chandler,12800562,2018-19,201163,Wilson Chandler,201163,LAC,2018-19
Wilson Chandler,12800562,2018-19,201163,Wilson Chandler,201163,LAC,2018-19
Wilson Chandler,12800562,2018-19,201163,Wilson Chandler,201163,LAC,2018-19
Wilson Chandler,12016854,2017-18,201163,Wilson Chandler,201163,DEN,2017-18
Wilson Chandler,11200000,2016-17,201163,Wilson Chandler,201163,DEN,2016-17
Wilson Chandler,6757913,2014-15,201163,Wilson Chandler,201163,DEN,2014-15
Wilson Chandler,6344164,2013-14,201163,Wilson Chandler,201163,DEN,2013-14
Wilson Chandler,5930414,2012-13,201163,Wilson Chandler,201163,DEN,2012-13
Wilson Chandler,2130482,2010-11,201163,Wilson Chandler,201163,DEN,2010-11
Wilson Chandler,2130482,2010-11,201163,Wilson Chandler,201163,DEN,2010-11
Wilson Chandler,2130482,2010-11,201163,Wilson Chandler,201163,DEN,2010-11
Wilson Chandler,1255440,2009-10,201163,Wilson Chandler,201163,NYK,2009-10
Wilson Chandler,1173480,2008-09,201163,Wilson Chandler,201163,NYK,2008-09
Wilson Chandler,1091640,2007-08,201163,Wilson Chandler,201163,NYK,2007-08
Willy Hernangomez,1676735,2019-20,1626195,Willy Hernangomez,1626195,CHA,2019-20
Willy Hernangomez,1544951,2018-19,1626195,Willy Hernangomez,1626195,CHA,2018-19
Willy Hernangomez,1435750,2017-18,1626195,Willy Hernangomez,1626195,CHA,2017-18
Willy Hernangomez,1435750,2017-18,1626195,Willy Hernangomez,1626195,CHA,2017-18
Willy Hernangomez,1435750,2017-18,1626195,Willy Hernangomez,1626195,CHA,2017-18
Willy Hernangomez,1375000,2016-17,1626195,Willy Hernangomez,1626195,NYK,2016-17
Willie Warren,500000,2010-11,202378,Willie Warren,202378,LAC,2010-11
Willie Reed,1577230,2017-18,203186,Willie Reed,203186,LAC,2017-18
Willie Reed,1577230,2017-18,203186,Willie Reed,203186,LAC,2017-18
Willie Reed,1577230,2017-18,203186,Willie Reed,203186,LAC,2017-18
Willie Reed,1015696,2016-17,203186,Willie Reed,203186,MIA,2016-17
Willie Reed,947276,2015-16,203186,Willie Reed,203186,BKN,2015-16
Willie Green,1448490,2014-15,2584,Willie Green,2584,ORL,2014-15
Willie Green,1399507,2013-14,2584,Willie Green,2584,LAC,2013-14
Willie Green,1475106,2012-13,2584,Willie Green,2584,LAC,2012-13
Willie Green,1223166,2011-12,2584,Willie Green,2584,ATL,2011-12
Willie Green,3976000,2010-11,2584,Willie Green,2584,NOH,2010-11
Willie Green,3682000,2009-10,2584,Willie Green,2584,PHI,2009-10
Willie Green,3388000,2008-09,2584,Willie Green,2584,PHI,2008-09
Willie Green,2800000,2006-07,2584,Willie Green,2584,PHI,2006-07
Willie Green,620046,2004-05,2584,Willie Green,2584,PHI,2004-05
Willie Cauley-Stein,2177483,2019-20,1626161,Willie Cauley-Stein,1626161,DAL,2019-20
Willie Cauley-Stein,2177483,2019-20,1626161,Willie Cauley-Stein,1626161,DAL,2019-20
Willie Cauley-Stein,2177483,2019-20,1626161,Willie Cauley-Stein,1626161,DAL,2019-20
Willie Cauley-Stein,4696875,2018-19,1626161,Willie Cauley-Stein,1626161,SAC,2018-19
Willie Cauley-Stein,3704160,2017-18,1626161,Willie Cauley-Stein,1626161,SAC,2017-18
Willie Cauley-Stein,3551160,2016-17,1626161,Willie Cauley-Stein,1626161,SAC,2016-17
Willie Cauley-Stein,3398280,2015-16,1626161,Willie Cauley-Stein,1626161,SAC,2015-16
Willie Burton,247500,1996-97,6187,Willie Burton,6187,ATL,1996-97
William Cunningham,350000,1998-99,6182,William Cunningham,6182,NJN,1998-99
William Cunningham,350000,1998-99,6182,William Cunningham,6182,NJN,1998-99
William Cunningham,350000,1998-99,6182,William Cunningham,6182,NJN,1998-99
William Cunningham,50000,1997-98,6182,William Cunningham,6182,PHI,1997-98
William Cunningham,50000,1997-98,6182,William Cunningham,6182,PHI,1997-98
William Cunningham,50000,1997-98,6182,William Cunningham,6182,PHI,1997-98
William Avery,1375920,2001-02,6179,William Avery,6179,MIN,2001-02
William Avery,1286160,2000-01,6179,William Avery,6179,MIN,2000-01
William Avery,1196520,1999-00,6179,William Avery,6179,MIN,1999-00
Will Solomon,711517,2008-09,2226,Will Solomon,2226,SAC,2008-09
Will Solomon,711517,2008-09,2226,Will Solomon,2226,SAC,2008-09
Will Solomon,711517,2008-09,2226,Will Solomon,2226,SAC,2008-09
Will Solomon,332817,2001-02,2226,Will Solomon,2226,MEM,2001-02
Will Perdue,2250000,2000-01,6178,Will Perdue,6178,POR,2000-01
Will Perdue,1987500,1997-98,6178,Will Perdue,6178,SAS,1997-98
Will Perdue,1544000,1996-97,6178,Will Perdue,6178,SAS,1996-97
Will Conroy,85439,2012-13,101215,Will Conroy,101215,MIN,2012-13
Will Conroy,48559,2009-10,101215,Will Conroy,101215,HOU,2009-10
Will Conroy,20279,2006-07,101215,Will Conroy,101215,LAC,2006-07
Will Conroy,20279,2006-07,101215,Will Conroy,101215,LAC,2006-07
Will Conroy,20279,2006-07,101215,Will Conroy,101215,LAC,2006-07
Will Conroy,15099,2006-07,101215,Will Conroy,101215,LAC,2006-07
Will Conroy,15099,2006-07,101215,Will Conroy,101215,LAC,2006-07
Will Conroy,15099,2006-07,101215,Will Conroy,101215,LAC,2006-07
Will Cherry,25000,2014-15,203805,Will Cherry,203805,TOR,2014-15
Will Bynum,2915908,2014-15,101198,Will Bynum,101198,WAS,2014-15
Will Bynum,144468,2014-15,101198,Will Bynum,101198,WAS,2014-15
Will Bynum,2790343,2013-14,101198,Will Bynum,101198,DET,2013-14
Will Bynum,3250000,2011-12,101198,Will Bynum,101198,DET,2011-12
Will Bynum,825497,2009-10,101198,Will Bynum,101198,DET,2009-10
Will Bynum,711517,2008-09,101198,Will Bynum,101198,DET,2008-09
Will Blalock,412718,2006-07,200807,Will Blalock,200807,DET,2006-07
Will Barton,12776786,2019-20,203115,Will Barton,203115,DEN,2019-20
Will Barton,11830358,2018-19,203115,Will Barton,203115,DEN,2018-19
Will Barton,3533333,2017-18,203115,Will Barton,203115,DEN,2017-18
Will Barton,3533333,2016-17,203115,Will Barton,203115,DEN,2016-17
Will Barton,3333333,2015-16,203115,Will Barton,203115,DEN,2015-16
Will Barton,915243,2014-15,203115,Will Barton,203115,DEN,2014-15
Will Barton,915243,2014-15,203115,Will Barton,203115,DEN,2014-15
Will Barton,915243,2014-15,203115,Will Barton,203115,DEN,2014-15
Will Barton,788872,2013-14,203115,Will Barton,203115,POR,2013-14
Will Barton,550000,2012-13,203115,Will Barton,203115,POR,2012-13
Wesley Person,1600000,2004-05,445,Wesley Person,445,DEN,2004-05
Wesley Person,1600000,2004-05,445,Wesley Person,445,DEN,2004-05
Wesley Person,1600000,2004-05,445,Wesley Person,445,DEN,2004-05
Wesley Person,7700000,2003-04,445,Wesley Person,445,ATL,2003-04
Wesley Person,7700000,2003-04,445,Wesley Person,445,ATL,2003-04
Wesley Person,7700000,2003-04,445,Wesley Person,445,ATL,2003-04
Wesley Person,7700000,2003-04,445,Wesley Person,445,ATL,2003-04
Wesley Person,7000000,2002-03,445,Wesley Person,445,MEM,2002-03
Wesley Person,6300000,2001-02,445,Wesley Person,445,CLE,2001-02
Wesley Person,5600000,2000-01,445,Wesley Person,445,CLE,2000-01
Wesley Person,4900000,1999-00,445,Wesley Person,445,CLE,1999-00
Wesley Person,4200000,1998-99,445,Wesley Person,445,CLE,1998-99
Wesley Person,3500000,1997-98,445,Wesley Person,445,CLE,1997-98
Wesley Person,1040000,1996-97,445,Wesley Person,445,PHX,1996-97
Wesley Matthews,2564753,2019-20,1962936250,Wesley Matthews,1962936250,MIL,2019-20
Wesley Matthews,737715,2018-19,1962936250,Wesley Matthews,1962936250,IND,2018-19
Wesley Matthews,737715,2018-19,1962936250,Wesley Matthews,1962936250,IND,2018-19
Wesley Matthews,737715,2018-19,1962936250,Wesley Matthews,1962936250,IND,2018-19
Wesley Matthews,737715,2018-19,1962936250,Wesley Matthews,1962936250,IND,2018-19
Wesley Matthews,17884176,2017-18,1962936250,Wesley Matthews,1962936250,DAL,2017-18
Wesley Matthews,17100000,2016-17,1962936250,Wesley Matthews,1962936250,DAL,2016-17
Wesley Matthews,16400000,2015-16,1962936250,Wesley Matthews,1962936250,DAL,2015-16
Wesley Matthews,7245640,2014-15,1962936250,Wesley Matthews,1962936250,POR,2014-15
Wesley Matthews,6875480,2013-14,1962936250,Wesley Matthews,1962936250,POR,2013-14
Wesley Matthews,6505320,2012-13,1962936250,Wesley Matthews,1962936250,POR,2012-13
Wesley Matthews,6135160,2011-12,1962936250,Wesley Matthews,1962936250,POR,2011-12
Wesley Matthews,5765000,2010-11,1962936250,Wesley Matthews,1962936250,POR,2010-11
Wesley Matthews,457588,2009-10,1962936250,Wesley Matthews,1962936250,UTA,2009-10
Wesley Johnson,5881260,2017-18,202325,Wesley Johnson,202325,LAC,2017-18
Wesley Johnson,5628000,2016-17,202325,Wesley Johnson,202325,LAC,2016-17
Wesley Johnson,1100600,2015-16,202325,Wesley Johnson,202325,LAC,2015-16
Wesley Johnson,981084,2014-15,202325,Wesley Johnson,202325,LAL,2014-15
Wesley Johnson,916099,2013-14,202325,Wesley Johnson,202325,LAL,2013-14
Wesley Johnson,4285560,2012-13,202325,Wesley Johnson,202325,PHX,2012-13
Wesley Johnson,4006080,2011-12,202325,Wesley Johnson,202325,MIN,2011-12
Wesley Johnson,3726600,2010-11,202325,Wesley Johnson,202325,MIN,2010-11
Wesley Iwundu,1618520,2019-20,6162,Wesley Iwundu,6162,ORL,2019-20
Wesley Iwundu,1378242,2018-19,6162,Wesley Iwundu,6162,ORL,2018-19
Wesley Iwundu,1050000,2017-18,6162,Wesley Iwundu,6162,ORL,2017-18
Wenyen Gabriel,1445697,2019-20,1629117,Wenyen Gabriel,1629117,POR,2019-20
Wenyen Gabriel,1445697,2019-20,1629117,Wenyen Gabriel,1629117,POR,2019-20
Wenyen Gabriel,1445697,2019-20,1629117,Wenyen Gabriel,1629117,POR,2019-20
Wendell Carter Jr.,5201400,2019-20,1628976,Wendell Carter Jr.,1628976,CHI,2019-20
Wendell Carter Jr.,4441200,2018-19,1628976,Wendell Carter Jr.,1628976,CHI,2018-19
Wayne Turner,30000,1999-00,6153,Wayne Turner,6153,BOS,1999-00
Wayne Simien,867720,2005-06,101134,Wayne Simien,101134,MIA,2005-06
Wayne Selden,1544951,2018-19,1627782,Wayne Selden,1627782,CHI,2018-19
Wayne Selden,1544951,2018-19,1627782,Wayne Selden,1627782,CHI,2018-19
Wayne Selden,1544951,2018-19,1627782,Wayne Selden,1627782,CHI,2018-19
Wayne Selden,1312611,2017-18,1627782,Wayne Selden,1627782,MEM,2017-18
Wayne Selden,83119,2016-17,1627782,Wayne Selden,1627782,MEM,2016-17
Wayne Selden,83119,2016-17,1627782,Wayne Selden,1627782,MEM,2016-17
Wayne Selden,83119,2016-17,1627782,Wayne Selden,1627782,MEM,2016-17
Wayne Selden,31969,2016-17,1627782,Wayne Selden,1627782,MEM,2016-17
Wayne Selden,31969,2016-17,1627782,Wayne Selden,1627782,MEM,2016-17
Wayne Selden,31969,2016-17,1627782,Wayne Selden,1627782,MEM,2016-17
Wayne Ellington,8000000,2019-20,201961,Wayne Ellington,201961,NYK,2019-20
Wayne Ellington,2383076,2018-19,201961,Wayne Ellington,201961,DET,2018-19
Wayne Ellington,2383076,2018-19,201961,Wayne Ellington,201961,DET,2018-19
Wayne Ellington,2383076,2018-19,201961,Wayne Ellington,201961,DET,2018-19
Wayne Ellington,6270000,2017-18,201961,Wayne Ellington,201961,MIA,2017-18
Wayne Ellington,6000000,2016-17,201961,Wayne Ellington,201961,MIA,2016-17
Wayne Ellington,923670,2016-17,201961,Wayne Ellington,201961,MIA,2016-17
Wayne Ellington,1500000,2015-16,201961,Wayne Ellington,201961,BKN,2015-16
Wayne Ellington,923670,2015-16,201961,Wayne Ellington,201961,BKN,2015-16
Wayne Ellington,1063384,2014-15,201961,Wayne Ellington,201961,LAL,2014-15
Wayne Ellington,923780,2014-15,201961,Wayne Ellington,201961,LAL,2014-15
Wayne Ellington,2652000,2013-14,201961,Wayne Ellington,201961,DAL,2013-14
Wayne Ellington,2083042,2012-13,201961,Wayne Ellington,201961,CLE,2012-13
Wayne Ellington,2083042,2012-13,201961,Wayne Ellington,201961,CLE,2012-13
Wayne Ellington,2083042,2012-13,201961,Wayne Ellington,201961,CLE,2012-13
Wayne Ellington,1154040,2011-12,201961,Wayne Ellington,201961,MIN,2011-12
Wayne Ellington,1078800,2010-11,201961,Wayne Ellington,201961,MIN,2010-11
Wayne Ellington,1003560,2009-10,201961,Wayne Ellington,201961,MIN,2009-10
Wayman Tisdale,3475000,1996-97,6139,Wayman Tisdale,6139,PHX,1996-97
Wang Zhizhi,745046,2004-05,6129,Wang Zhizhi,6129,MIA,2004-05
Wang Zhizhi,530943,2003-04,6129,Wang Zhizhi,6129,MIA,2003-04
Wang Zhizhi,530943,2003-04,6129,Wang Zhizhi,6129,MIA,2003-04
Wang Zhizhi,530943,2003-04,6129,Wang Zhizhi,6129,MIA,2003-04
Wang Zhizhi,1900000,2002-03,6129,Wang Zhizhi,6129,LAC,2002-03
Wang Zhizhi,465850,2001-02,6129,Wang Zhizhi,6129,DAL,2001-02
Walter Sharpe,442114,2008-09,201594,Walter Sharpe,201594,DET,2008-09
Walter McCarty,1035000,2005-06,962,Walter McCarty,962,LAC,2005-06
Walter McCarty,1337500,2004-05,962,Walter McCarty,962,PHX,2004-05
Walter McCarty,1337500,2004-05,962,Walter McCarty,962,PHX,2004-05
Walter McCarty,1337500,2004-05,962,Walter McCarty,962,PHX,2004-05
Walter McCarty,1200000,2003-04,962,Walter McCarty,962,BOS,2003-04
Walter McCarty,762435,2002-03,962,Walter McCarty,962,BOS,2002-03
Walter McCarty,3125000,2001-02,962,Walter McCarty,962,BOS,2001-02
Walter McCarty,2670000,2000-01,962,Walter McCarty,962,BOS,2000-01
Walter McCarty,2500000,1999-00,962,Walter McCarty,962,BOS,1999-00
Walter McCarty,975000,1998-99,962,Walter McCarty,962,BOS,1998-99
Walter McCarty,862560,1997-98,962,Walter McCarty,962,BOS,1997-98
Walter McCarty,750000,1996-97,962,Walter McCarty,962,NYK,1996-97
Walter Herrmann,2000000,2008-09,200835,Walter Herrmann,200835,DET,2008-09
Walter Herrmann,1944000,2007-08,200835,Walter Herrmann,200835,DET,2007-08
Walter Herrmann,1944000,2007-08,200835,Walter Herrmann,200835,DET,2007-08
Walter Herrmann,1944000,2007-08,200835,Walter Herrmann,200835,DET,2007-08
Walt Williams,1030000,2002-03,6119,Walt Williams,6119,DAL,2002-03
Walt Williams,5000000,2001-02,6119,Walt Williams,6119,HOU,2001-02
Walt Williams,4250000,2000-01,6119,Walt Williams,6119,HOU,2000-01
Walt Williams,3750000,1999-00,6119,Walt Williams,6119,HOU,1999-00
Walt Williams,3750000,1997-98,6119,Walt Williams,6119,POR,1997-98
Walt Williams,3750000,1997-98,6119,Walt Williams,6119,POR,1997-98
Walt Williams,3750000,1997-98,6119,Walt Williams,6119,POR,1997-98
Walt Williams,247500,1996-97,6119,Walt Williams,6119,TOR,1996-97
Wally Szczerbiak,13775000,2008-09,1887,Wally Szczerbiak,1887,CLE,2008-09
Wally Szczerbiak,12775000,2007-08,1887,Wally Szczerbiak,1887,CLE,2007-08
Wally Szczerbiak,12775000,2007-08,1887,Wally Szczerbiak,1887,CLE,2007-08
Wally Szczerbiak,12775000,2007-08,1887,Wally Szczerbiak,1887,CLE,2007-08
Wally Szczerbiak,10000000,2005-06,1887,Wally Szczerbiak,1887,BOS,2005-06
Wally Szczerbiak,10000000,2005-06,1887,Wally Szczerbiak,1887,BOS,2005-06
Wally Szczerbiak,10000000,2005-06,1887,Wally Szczerbiak,1887,BOS,2005-06
Wally Szczerbiak,9000000,2004-05,1887,Wally Szczerbiak,1887,MIN,2004-05
Wally Szczerbiak,8000000,2003-04,1887,Wally Szczerbiak,1887,MIN,2003-04
Wally Szczerbiak,2933187,2002-03,1887,Wally Szczerbiak,1887,MIN,2002-03
Wally Szczerbiak,2313240,2001-02,1887,Wally Szczerbiak,1887,MIN,2001-02
Wally Szczerbiak,2162280,2000-01,1887,Wally Szczerbiak,1887,MIN,2000-01
Wally Szczerbiak,2011440,1999-00,1887,Wally Szczerbiak,1887,MIN,1999-00
Walker Russell,374289,2011-12,201041,Walker Russell,201041,DET,2011-12
Voshon Lenard,3520000,2005-06,702,Voshon Lenard,702,POR,2005-06
Voshon Lenard,3520000,2005-06,702,Voshon Lenard,702,POR,2005-06
Voshon Lenard,3520000,2005-06,702,Voshon Lenard,702,POR,2005-06
Voshon Lenard,1200000,2003-04,702,Voshon Lenard,702,DEN,2003-04
Voshon Lenard,824935,2002-03,702,Voshon Lenard,702,TOR,2002-03
Voshon Lenard,4252435,2001-02,702,Voshon Lenard,702,DEN,2001-02
Voshon Lenard,3780000,2000-01,702,Voshon Lenard,702,DEN,2000-01
Voshon Lenard,2837000,1998-99,702,Voshon Lenard,702,MIA,1998-99
Voshon Lenard,247500,1996-97,702,Voshon Lenard,702,MIA,1996-97
